SPDES_Permit,Zip_Code,Facility_name,plant_type,Ground_Surface,Avg_DH_Flow
NY0037265,10994,LAKE DEFOREST WATER TREATMENT PLANT,Industrial,Surface,0.4
NY0037281,12524,BEEKMAN COUNTRY CLUB STP,Municipal,Surface,
NY0060976,12524,ROMBOUT STP,Municipal,Surface,0.75
NY0060992,12524,VILLAGE OF FISHKILL STP,Municipal,Surface,0.45
NY0061913,14012,MAYER BROTHERS SOMERSET,Industrial,Both,0.36
NY0062251,10914,BLOOMING GROVE TAPPAN HOMES SEWER DIST,Municipal,Surface,0.07
NY0062278,10973,WAWAYANDA RIDGEBURY LAKE ACRES SEWER DIS,Municipal,Surface,0.03
NY0062570,10509,BLACKBERRY HILL SANITARY SD STP,Municipal,Surface,0.07
NY0063517,14507,DUDLEY POULTRY CO,Industrial,Ground,0
NY0063592,13126,SOUTH OSWEGO TERMINAL,Industrial,Surface,0.34
NY0063673,14612,MONROE CO SHOREMONT WTR TREAT PLT,Industrial,Surface,4.34
NY0063681,14125,BONDUELLE USA INC - OAKFIELD FACILITY,Industrial,Both,0.85
NY0065358,11741,SCSD #14 - PARKLAND STP,Municipal,Ground,1.25
NY0065447,11788,SCSD #9 - COLLEGE PARK STP,Municipal,Ground,0.04
NY0065706,10526,WILD OAKS SEWER DISTRICT,Municipal,Surface,0.06
NY0066028,11788,SCSD#22 - HAUPPAUGE COUNTY CTR STP,Municipal,Ground,0.2
NY0068225,14533,ARKEMA INC,Industrial,Surface,0.08
NY0068292,13753,SAPUTO DAIRY FOODS USA LLC,Industrial,Surface,0.92
NY0068781,14733,SKF AEROENGINE NORTH AMERICA,Industrial,Surface,0.25
NY0069001,14150,WASHINGTON MILLS TONAWANDA INC,Industrial,Surface,0.3
NY0069019,,BISON YARD FACILITY,Industrial,Surface,0.21
NY0069388,14036,YANCEY'S FANCY INC,Industrial,Ground,0
NY0069604,12771,METRO NORTH RAILROAD PORT JERVIS YARD,Industrial,Surface,0.09
NY0070033,11746,SCSD#5 - HUNTINGTON STP,Municipal,Ground,0.24
NY0070637,13676,GLAZIER PACKING CO,Industrial,Surface,0.01
NY0070777,13614,SM Marketing Brier Hill,Industrial,Surface,0
NY0071897,12602,EFFRON FUEL OIL CORP TERMINAL,Industrial,Surface,0.01
NY0072061,14107,CWM CHEMICAL SERVICES - MODEL CITY SITE,Industrial,Surface,1
NY0072079,14423,JCI JONES CHEMICALS INC,Industrial,Ground,0.09
NY0072231,13827,HADCO - OWEGO,Industrial,Surface,0.18
NY0072257,14456,SENECA FOODS CORP,Industrial,Both,1.07
NY0072281,10081,NEW YORK PLAZA BUILDING,Industrial,Surface,26
NY0072371,12158,CSX SELKIRK YARD,Industrial,Surface,0.15
NY0072451,12068,KEYMARK CORP PLANT,Industrial,Surface,0.02
NY0072532,12077,AIR PRODUCTS & CHEMICALS,Industrial,Surface,0.28
NY0073113,14481,SENECA FOODS- LEICESTER PLANT,Industrial,Both,1.54
NY0073547,14760,OLEAN ADVANCED PRODUCTS,Industrial,Surface,0.3
NY0074101,14171,FORD BROS WHOLESALE MEATS,Industrial,Surface,0
NY0074489,12306,VON ROLL USA INC,Industrial,Surface,0.05
NY0075035,14726,VALLEY VIEW CO-OP,Industrial,Ground,0.01
NY0075078,10509,METRO NORTH RR BREWSTER YARD,Industrial,Surface,0.07
NY0075132,10528,WESTCHESTER COUNTY AIRPORT,Industrial,Surface,
NY0075248,13346,NOWERS CUSTOM SLAUGHTERING,Industrial,Ground,0
NY0075752,11740,BAE SYSTEMS ADVANCED SYSTEMS,Industrial,Ground,0.1
NY0075809,11716,DAYTON T BROWN INC,Industrial,Ground,0.02
NY0075957,11931,ALTAIRE PHARMACEUTICALS,Industrial,Ground,0
NY0076031,12074,GALWAY CENTRAL SCHOOLS,Industrial,Surface,0.01
NY0076058,14449,BALDWIN RICHARDSON FOODS COMPANY DISTRIBUTION CENTER,Industrial,Both,0.6
NY0076121,13811,JERRY HAYES MEATS LLC,Industrial,Ground,0
NY0076376,12456,HUDSON VALLEY WATER CO PLANT #1,Industrial,Ground,0
NY0076988,11713,SCSD #7-W - WOODSIDE STP,Municipal,Ground,0.4
NY0076996,11747,"THE ESTEE LAUDER COMPANIES, INC.",Industrial,Ground,0.18
NY0077330,11779,SCSD #15 -  NOB HILL STP,Municipal,Ground,0.09
NY0077429,11788,SCSD #13 - WINDWATCH STP,Municipal,Ground,0.4
NY0077593,12569,VALLEY DALE STP,Municipal,Surface,0.04
NY0077607,14853,CORNELL UNIVERSITY CENTRAL ENERGY PLANT,Industrial,Surface,
NY0078221,11729,R S M ELECTRON POWER,Industrial,Ground,0
NY0078409,14870,COOPERS EDUCATION CENTER (BOCES),Industrial,Ground,0.01
NY0078506,14733,MONOFRAX LLC,Industrial,Surface,0.12
NY0078735,14480,ADM CORN PROCESSING,Industrial,Surface,0
NY0078794,14416,BONDUELLE USA INC - BERGEN FACILITY,Industrial,Ground,1.85
NY0078956,12043,REG 9 HWY MNT COBLESKILL,Industrial,Surface,0
NY0079324,11727,SCSD #11 - SELDEN  STP,Municipal,Ground,2.4
NY0079359,11961,SCSD #20-W - LEISURE VILLAGE,Municipal,Ground,0.3
NY0079511,11779,SCSD #12 - BIRCHWOOD STP,Municipal,Ground,0.18
NY0080152,14870,NYS DOT COOPERS PLAINS RESIDENCY,Industrial,Surface,0
NY0080667,11953,SCSD #23  - COVENTRY MANOR STP,Municipal,Ground,0.07
NY0080683,11772,SCSD #7P - TWELVE PINES STP,Municipal,Ground,0.83
NY0081311,10930,SPEYSIDE QUARRY,Industrial,Surface,0.21
NY0081329,10918,CHESTER SITE,Industrial,Ground,
NY0084271,12067,LINDE LLC,Industrial,Surface,0.07
NY0084468,14814,CORNING INNOVATION SUPPORT CENTER,Industrial,Surface,0.32
NY0084590,12474,MOUNTAINSIDE FARMS INC,Industrial,Ground,0.05
NY0084638,13461,ONIEDA LTD - KNIFE PLANT,Industrial,Surface,
NY0084671,11212,BROOKDALE HOSPITAL MEDICAL CTR,Industrial,Ground,0
NY0084689,14591,MARKIN TUBING,Industrial,Ground,0.02
NY0084999,12186,ATLAS COPCO COMPTEC,Industrial,Surface,0.02
NY0085006,13617,CORNING INCORPORATED - CANTON PLANT,Industrial,Surface,0.15
NY0085286,14895,DRESSER-RAND TURBODYNE DIVISION,Industrial,Surface,0.08
NY0085294,14210,KATHERINE ST PENINSULA HABITAT RESTORATION,Industrial,Surface,0.07
NY0085693,11980,SCSD #16 - YAPHANK COUNTY CENTER STP,Municipal,Ground,0.25
NY0085910,14903,ANCHOR GLASS CONTAINER CORP,Industrial,Surface,0.01
NY0086029,11978,STREBEL'S WASTE OIL INC,Industrial,Ground,0.01
NY0086070,12594,"WINGDALE MATERIALS, LLC",Industrial,Surface,0
NY0086479,13778,GREENE TECHNOLOGIES INC,Industrial,Surface,0
NY0086908,12212,STS TRAILER & TRUCK EQUIPMENT,Industrial,Surface,0
NY0087084,14830,CORNING GLASS CENTER & MUSEUM,Industrial,Ground,0.07
NY0087840,12582,PACKAGE PAVEMENT CO,Industrial,Surface,
NY0087874,10461,FRED M SCHILDWACHTER & SONS,Industrial,Surface,0
NY0087971,12180,RENSSELAER CO SD 1 WWTP,Municipal,Surface,24
NY0088005,12401,BEGNAL MOTORS CAR DEALERSHIP,Industrial,Surface,0
NY0088188,12189,COLONIE LOCOMOTIVE SHOPS,Industrial,Surface,0.41
NY0088625,14551,MIZKAN AMERICA INC,Industrial,Both,0.28
NY0089702,13783,HANCOCK - V STP,Municipal,Surface,0.35
NY0089923,,PINE TREE GARDEN APTS,Industrial,Ground,0.01
NY0090123,13471,KELLEY MEATS LLC,Industrial,Ground,0
NY0090191,14059,MOOG INC,Industrial,Surface,
NY0090867,13050,CUYLER - T  SD #1,Municipal,Ground,0.01
NY0091081,11784,SCSD #28 - FAIRFIELD STP,Industrial,Ground,0.14
NY0091731,14227,ERIE CO S D NO 1 SANITARY OVERFLOWS,Municipal,Surface,0.02
NY0093572,12553,GLOBAL COMPANIES - NORTH TERMINAL,Industrial,Surface,
NY0093637,12170,STILLWATER STP,Municipal,Surface,0.55
NY0093688,12814,TOWN OF BOLTON WWTP,Municipal,Ground,0.3
NY0094064,10950,MONROE-V WTP,Industrial,Surface,0.05
NY0094251,14304,ALLIED WASTE NIAGARA FALLS LANDFILL,Industrial,Surface,0.4
NY0094366,12845,LAKE GEORGE STP,Municipal,Ground,1.75
NY0094480,13152,SKANEATELES (V) WWTP,Municipal,Surface,0.85
NY0094781,14760,DRESSER-RAND COMPANY -  OLEAN OPERATIONS,Industrial,Surface,2.42
NY0095052,14880,HYDRAMEC INC,Industrial,Ground,0
NY0095389,14619,BUCKEYE ROCHESTER SOUTH TERMINAL,Industrial,Surface,
NY0095401,14219,SOUTHTOWNS WATER RESOURCE RECOVERY FACILITY,Municipal,Surface,16
NY0096091,14138,KERR PROPERTY,Industrial,Ground,0
NY0096415,14519,PAGLIUSO BROTHERS SLAUGHTERHOUSE,Industrial,Ground,0
NY0096997,13601,HANSON - WATERTOWN,Industrial,Ground,0.78
NY0097764,13350,HERKIMER DISTRIBUTION,Industrial,Surface,
NY0097896,12538,HYDE PARK GREENFIELDS SEWER DIST,Municipal,Surface,0.13
NY0098248,13503,UTICA TERMINAL,Industrial,Surface,0
NY0098264,10591,WESTCHESTER INDUSTRIES  - TARRYTOWN,Industrial,Surface,0
NY0098400,14445,FILTROS LTD,Industrial,Ground,0
NY0098566,14840,BULLY HILL VINEYARDS,Industrial,Ground,0
NY0098736,11968,SNOW WHITE LAUNDRY,Industrial,Ground,0.02
NY0098779,11941,INTERNATIONAL DUCK RESEARCH COOP,Industrial,Ground,0.01
NY0098817,14514,UNION SCRAP PROCESSING INC,Industrial,Surface,0
NY0098876,,CLARENCE FAHNESTOCK STATE PARK,Industrial,Ground,0.02
NY0099091,13601,WATERTOWN SD #1,Municipal,Surface,0.06
NY0099295,12572,VANDERBURGH COVE SEWER DISTRICT NO 1,Municipal,Surface,0.01
NY0099309,12182,TROY - C COMBINED SEWER OVERFLOWS,Municipal,Surface,1.2
NY0099368,12749,BETHEL KAUNEONGA LAKE STP,Municipal,Surface,0.6
NY0099503,14304,NIAGARA CO WATER TREATMENT PLANT,Industrial,Surface,0
NY0099562,12474,DENVER SEWER CORP WWTP-ROXBURY RUN VILL,Municipal,Surface,0.04
NY0099627,14787,WELCH'S FOODS,Industrial,Surface,0.07
NY0099635,14810,BATH SAND & GRAVEL,Industrial,Surface,0
NY0099651,12186,BETHLEHEM - T VLY WTR TREAT PLT & RESERVOIR,Industrial,Surface,0.04
NY0100099,14011,VILLAGE OF ATTICA WATER TREATMENT PLANT,Municipal,Surface,0.11
NY0100102,14723,NOCO ENERGY - CHERRY CREEK,Industrial,Surface,0
NY0100145,12207,ALBANY - C FEURA BUSH WTR TRT PLT,Industrial,Surface,0.55
NY0100153,12189,WATERVLIET - C WATER TREATMENT PLANT,Industrial,Surface,0.2
NY0100242,,LILY DALE SD WWTF,Municipal,Surface,0.05
NY0100293,10549,HALSTEAD-QUINN TERMINAL,Industrial,Surface,
NY0100463,14719,SETTERSTIX INC,Industrial,Ground,0
NY0100803,10601,PEEKSKILL WASTE WATER TREATMENT FACILITY,Municipal,Surface,10
NY0100820,12920,AGRI-MARK INC - CHATEAUGAY PLANT,Industrial,Surface,0.17
NY0100846,,CITY OF ONEIDA WATER TREATMENT PLANT,Industrial,Surface,0.1
NY0101231,13904,BINGHAMTON TRAVEL CENTER,Industrial,Surface,0
NY0101290,14882,CAYUGA SALT MINE,Industrial,Surface,0.06
NY0101338,12590,NEW HAMBURG TERMINAL,Industrial,Surface,0
NY0101575,14150,SUMITOMO RUBBER USA LLC,Industrial,Surface,3.81
NY0101583,14760,CUTCO CUTLERY CORPORATION,Industrial,Surface,0.03
NY0101753,10541,ENVIRO WASTE OIL RECOVERY TERMINAL,Industrial,Surface,
NY0102041,12015,ATHENS - V WTR TRT PLT,Industrial,Surface,0
NY0102067,14715,VOSBURG OIL CO,Industrial,Surface,0.01
NY0102091,14897,WHITESVILLE FIELD,Industrial,Surface,0
NY0102148,12110,MOHAWK VIEW WATER TREATMENT PLANT,Industrial,Surface,0.38
NY0102211,10582,PARADISE FUEL TERMINAL,Industrial,Surface,
NY0102741,14072,GRAND ISLAND WATER TREATMENT PLT,Industrial,Surface,0.05
NY0102962,12143,RAVENA COEYMANS JUNIOR SENIOR HIGH SCHOOLS CAMPUS,Industrial,Surface,0.02
NY0103012,14202,ERIE CO SD 3 MOUNTAIN MEADOWS PARK,Municipal,Surface,0.03
NY0103039,14469,CROSMAN PRODUCTS,Industrial,Surface,0.06
NY0103187,12485,HUNTER - T LANDFILL,Industrial,Surface,0.02
NY0103357,10940,FLEURCHEM,Industrial,Surface,0.1
NY0103390,13676,POTSDAM SPECIALTY PAPER INC,Industrial,Surface,1.2
NY0103624,10550,RCA ASPHALT,Industrial,Surface,
NY0103632,10803,PELHAM MANOR TERMINAL,Industrial,Surface,
NY0103713,12149,RICHMONDVILLE - V WTR TRT PLT,Industrial,Surface,0.02
NY0104001,14590,CAHOON FARMS,Industrial,Ground,0.1
NY0104060,12242,NYS EMPIRE STATE PLAZA,Industrial,Surface,92
NY0104213,14012,SOMERSET OPERATING COMPANY LLC,Industrial,Surface,274.2
NY0104256,13756,JOHNSTON & RHODES BLUE STONE COMPANY,Industrial,Surface,0
NY0104434,13126,DAVIS BROS MEAT,Industrial,Ground,0
NY0104671,11717,PLAZA LAUNDROMAT,Industrial,Ground,0.01
NY0104701,10562,METALLIZED CARBON CORPORATION,Industrial,Surface,0
NY0104795,14755,LITTLE VALLEY STP,Municipal,Surface,0.18
NY0104809,11704,BERGEN POINT WWTP,Municipal,Surface,30.5
NY0104817,12541,F H STICKLES MINE,Industrial,Ground,0.07
NY0104949,14706,RUMSEY DEVONIAN PRODUCTION FACILITY,Industrial,Surface,0.01
NY0104973,13697,TRI-TOWN PACKING CORP,Industrial,Ground,0
NY0105007,13080,JORDAN STP,Municipal,Surface,0.16
NY0105104,14081,HANOVER WATER POLLUTION CONTROL FACILITY,Municipal,Surface,0.5
NY0105112,10950,WOODBURY WATER DIS 6 AMDUR PARK,Industrial,Surface,0
NY0105180,10994,PONTAC HOLDING PROPERTY,Industrial,Surface,0
NY0105201,14302,CSXT SUSPENSION BRIDGE YARD,Industrial,Surface,0
NY0105210,14094,NIAGARA MOHAWK LOCKPORT TRANS STA,Industrial,,
NY0105252,10541,CARMEL SEWER DIST 4 STP,Municipal,Surface,0.2
NY0105431,13029,BUCKEYE BREWERTON TERMINAL,Industrial,Surface,0.14
NY0105511,12603,AW MACK MANUFACTURING CO INC,Industrial,Surface,0
NY0105571,10701,YONKERS VEHICLE MAINTENANCE FACILITY,Industrial,Surface,0.01
NY0105678,14150,Buffalo Terminal LLC,Industrial,Surface,0.01
NY0105881,13080,IWGBWD - JORDAN FACILITY,Industrial,Surface,0.09
NY0105945,14897,RICHARDSON PETROLEUM CORP,Industrial,Surface,0.05
NY0106259,14304,"COVANTA NIAGARA I, LLC",Industrial,Surface,0.09
NY0106305,14590,WAYNE COUNTY EGGS LLC,Industrial,Ground,0
NY0106372,10567,NORTHERN WESTCHESTER JOINT WATER WORKS CATSKILL AQUEDUCT WTF,Industrial,Surface,0.01
NY0106518,14539,HILLCREST COATINGS,Industrial,Surface,
NY0106526,14830,CORNING INC- W C DECKER BLDG,Industrial,Surface,0.48
NY0106542,13903,WEBER ASH DISPOSAL SITE,Industrial,Surface,0.53
NY0106615,13037,CPP - SYRACUSE,Industrial,Surface,0.09
NY0106674,13153,WELCH ALLYN INC,Industrial,Surface,0.03
NY0106721,11569,LIDO BOULEVARD WELL FIELD,Industrial,Surface,
NY0106780,13493,OMEGA WIRE INC - WILLIAMSTOWN NY FACILITY,Industrial,Surface,0.02
NY0106879,11550,NEW YORK AMERICAN WATER PLANT #6,Industrial,Surface,0
NY0106895,14701,SOUTH & CENTER CHAUTAUQUA LAKE SD WWTP,Industrial,Surface,4.1
NY0106968,12449,HALCYON PARK WD,Industrial,Surface,0
NY0106984,14589,K M DAVIES COLD STORAGE,Industrial,Surface,0
NY0106992,12143,RAVENA - V WTR TRT PLT,Industrial,Surface,0.04
NY0107051,12186,PLEASANT STREET SEWER DISTRICT #2,Municipal,Ground,0
NY0107069,13902,LOCKWOOD ASH DISPOSAL LANDFILL,Industrial,Surface,0.25
NY0107077,14853,CORNELL UNIVERSITY WATER FILTRATION PLANT,Industrial,Surface,0.02
NY0107204,14701,JAMESTOWN MACADAM,Industrial,Surface,0.07
NY0107221,14870,ERWIN MANUFACTURING COMPLEX,Industrial,Both,0.54
NY0107255,14471,HONEOYE LAKE COUNTY CONSOLIDATED SEWER DISTRICT,Municipal,Surface,
NY0107310,14706,CHIP CHOP LEASE,Industrial,Surface,0
NY0107352,14895,ALMA HILL LEASE,Industrial,Surface,0
NY0107409,13850,NATIONAL PIPE & PLASTICS,Industrial,Surface,0.1
NY0107433,12977,NYS DOT RESIDENT ENGRS SUBHEADQUAR,Industrial,Ground,0
NY0107468,14120,BATTENFELD GREASE & OIL CORP,Industrial,Surface,0
NY0107565,13410,MONTGOMERY CO SD 1,Municipal,Surface,1
NY0107654,13131,PARISH - V STP,Municipal,Surface,0.14
NY0107671,14219,FORD MOTOR BUFFALO STAMPING PLANT,Industrial,Surface,0.1
NY0107760,11787,TIFFEN MFG CORP,Industrial,Ground,0
NY0107841,14141,PEERLESS-WINSMITH DIV UMC INDUSTRIES,Industrial,Surface,0
NY0107930,12203,CROSSGATES MALL,Industrial,Surface,3
NY0108103,14080,ECSD NO 3 - HOLLAND WATER RESOURCE RECOVERY FACILITY,Municipal,Surface,0.18
NY0108138,12401,ULSTER BUSINESS COMPLEX LLC,Industrial,Surface,
NY0108154,11788,PALL CORPORATION,Industrial,Ground,0.04
NY0108227,13730,NYSEG AFTON ASH SITE,Industrial,Surface,0.05
NY0108235,14757,#3 MARAPEG WELL SVCS DIV ENVIROSYSTEMS,Industrial,,
NY0108251,14303,PRAXAIR INC,Industrial,Surface,45.64
NY0108324,10562,OSSINING WASTEWATER TREATMENT PLANT,Municipal,Surface,7
NY0108341,11746,AMERICAN TECHNICAL CERAMICS,Industrial,Surface,
NY0108359,11746,AMERICAN TECHNICAL CERAMICS,Industrial,Surface,
NY0108421,14517,NUNDA - V STP,Municipal,Surface,0.2
NY0108430,14036,CORFU - V STP,Municipal,Surface,0.14
NY0108472,12543,YRC FREIGHT-MAYBROOK TERMINAL 123,Industrial,Surface,
NY0108499,,ARLO LANE MAINTENANCE FACILTY,Industrial,Surface,0
NY0108502,13035,CAZENOVIA LUMBER & OIL CO,Industrial,Surface,0
NY0108537,13503,CHICAGO PNEUMATIC TOOL CO,Industrial,Surface,0.01
NY0108651,11547,GLOBAL COMPANIES LLC - GLENWOOD TERMINAL,Industrial,Surface,0.02
NY0108723,14589,WILLIAMSON - T STP,Municipal,Surface,0.62
NY0108880,11901,RIVERHEAD OPERATIONS CENTER,Industrial,Ground,0.27
NY0108898,11717,NATIONAL GRID BRENTWOOD OPERATING CENTER,Industrial,Ground,0.02
NY0108979,14840,MERCURY AIRCRAFT,Industrial,Ground,0.18
NY0108995,13045,INTERTEK TESTING SERVICES,Industrial,Surface,0.22
NY0109029,12748,JEFFERSONVILLE WWTP,Municipal,Surface,0.12
NY0109061,12472,ROSENDALE WWT FACILITY,Municipal,Surface,0.1
NY0109096,12525,GARDINER SEWER DIST 1 STP,Municipal,Surface,0.06
NY0109151,12087,NEW BALTIMORE - T SD STP,Municipal,Surface,0.06
NY0109177,14840,BEST WESTERN PLUS,Industrial,Surface,
NY0109193,11742,KEYSPAN GAS OPERATIONS EAST - HOLTSVILLE LNG PLANT,Industrial,Ground,0
NY0109258,11553,UPS-NASSAU,Industrial,Ground,0.02
NY0109291,11794,SUNY AT STONY BROOK,Industrial,Ground,
NY0109339,13795,AMERICAN PIPE AND PLASTICS INC,Industrial,Surface,0.01
NY0109363,14814,SUNOCO BIG FLATS TERMINAL,Industrial,Surface,0
NY0109398,,NEW HYDE PARK OIL TERMINAL,Industrial,Ground,0.03
NY0109584,10504,NORTH CASTLE S D 2 STP,Municipal,Surface,0.5
NY0109673,11725,SPECTRAGRAPHIC INC,Industrial,Ground,
NY0109681,13624,CLAYTON WATER TREATMENT PLANT,Industrial,Surface,0
NY0109690,10566,WHEELABRATOR WESTCHESTER LP,Industrial,Surface,55
NY0109711,12498,WOODSTOCK STP,Municipal,Surface,0.23
NY0109720,12547,MARLBORO STP,Municipal,Surface,0.18
NY0109746,14036,PEMBROKE TRAVEL CENTER,Industrial,Surface,0.01
NY0109886,12561,NEW PALTZ OHIOVILLE SEWER DIST 6 STP,Municipal,Surface,0.02
NY0109924,12428,KERHONKSON WWTF - KERHONKSON SD,Municipal,Surface,0.13
NY0109932,10167,WORLD FINANCIAL CENTER,Industrial,Surface,19.2
NY0110001,11231,BUCKEYE TERMINALS LLC - BROOKLYN TERMINAL,Industrial,Surface,
NY0110019,12566,CRAWFORD PINE BUSH STP,Municipal,Surface,0.3
NY0110043,14210,PVS CHEMICAL SOLUTIONS INC,Industrial,Surface,10
NY0110078,14619,BUCKEYE ROCHESTER NORTH TERMINAL,Industrial,Surface,0.03
NY0110086,11742,"HOLTSVILLE TERMINAL, NORTHVILLE IND CORP",Industrial,Ground,1.26
NY0110116,12967,NORTH LAWRENCE & NICHOLVILLE STP,Municipal,Both,0.05
NY0110167,12095,FILTRATION PLANT,Industrial,Surface,0.1
NY0110205,12764,NARROWSBURG SEWER DISTRICT STP,Municipal,Surface,0.1
NY0110281,12572,RHINEBECK-V WASTEWATER TREATMENT PLANT,Municipal,Surface,0.26
NY0110311,13206,SYRACUSE HAULERS WASTE REMOVAL INC,Industrial,Surface,0.02
NY0110353,10509,SOUTHEAST BREWSTER HEIGHTS SEWER DIS 1,Municipal,Surface,0.15
NY0110418,13325,CONSTABLEVILLE STP,Municipal,Surface,0.04
NY0110434,14416,VILLAGE OF BERGEN SEWAGE TREATMENT PLANT,Municipal,Surface,0.21
NY0110485,12176,ROYAL METAL PRODUCTS,Industrial,Surface,
NY0110493,13068,FREEVILLE - V STP,Municipal,Surface,0.12
NY0110523,14005,ALEXANDER - V STP,Municipal,Surface,0.06
NY0110531,14830,SOUTH CORNING - V WWTP,Municipal,Surface,0.2
NY0110540,14304,NIAGARA FALLS AIR RESERVE STATION,Industrial,Surface,
NY0110574,12723,CALLICOON SEWER DISTRICT,Municipal,Surface,0.12
NY0110591,11801,SLOMINS INC PROPERTY,Industrial,Ground,0.29
NY0110612,10994,WEST NYACK QUARRY,Industrial,Surface,0.07
NY0110698,14043,ERIE CO SD 4 OVERFLOW RETENTION FACILITY,Municipal,Surface,
NY0110744,12543,EASTERN ALLOYS INC,Industrial,Surface,
NY0110752,14867,NEWFIELD -T SD 1,Municipal,Ground,0.03
NY0110779,13648,GOUVERNEUR MINERALS DIV # 4 MINE,Industrial,Surface,
NY0110795,,SANFORD - T OQUAGA LAKE STP,Municipal,Surface,0.05
NY0121053,13642,SEAVEY RD QUARRY,Industrial,Surface,0.08
NY0121070,13656,LAFARGEVILLE WWTF,Municipal,Surface,0.06
NY0121088,13669,HANSON - OGDENSBURG,Industrial,Surface,0.08
NY0121142,13654,LOSURDO FOODS INC,Industrial,Surface,0.49
NY0121410,13403,NEW YORK POWER AUTH CLARK ENERGY CENTER,Industrial,Surface,0
NY0121860,13316,OMEGA WIRE INC,Industrial,Surface,0.5
NY0121894,13502,LOCKHEED MARTIN CORP/ FRENCH ROAD FACILITY,Industrial,Surface,0.06
NY0122009,13304,SQUARE STAMPING MFG CORP,Industrial,Ground,0
NY0122891,12056,ULTIMATE WISHY WASH CAR WASH,Industrial,Ground,0
NY0122980,12061,NATIONAL GYPSUM COMPANY,Industrial,Surface,0.02
NY0123561,12306,PEDE BROS ITALIAN SPECIALTY FOODS,Industrial,Ground,0
NY0124028,12306,WADE TOURS INC,Industrial,Ground,0
NY0124257,12090,HOOSICK MEADOWS WATER TREATMENT PLANT,Industrial,Surface,0.01
NY0124788,12182,TROY OAKWOOD SERVICE CENTER,Industrial,Surface,0
NY0124958,12413,NYS DOT MAINTENANCE HEADQUARTERS,Industrial,Surface,0
NY0128783,12997,WHITEFACE MOUNTAIN SKI CENTER,Industrial,Both,0.03
NY0129062,12977,NYS POLICE TROOP B HEADQUARTERS,Industrial,Surface,0
NY0131555,12834,GREENWICH STP,Municipal,Surface,0.05
NY0131679,12801,MALLINCKRODT CRITICAL CARE DIV (QUEENSBU,Industrial,Ground,
NY0131768,12065,RIVERVIEW LANDING STP,Industrial,Surface,0.02
NY0136751,11746,NEWSDAY,Industrial,Ground,0.04
NY0136859,11725,GASSER & SONS,Industrial,Ground,0
NY0136964,11788,SCSD#18 - HAUPPAUGE INDUSTRIAL PARK STP,Municipal,Ground,1.65
NY0137243,11720,FUN WASH LAUNDERETTE,Industrial,Ground,0.02
NY0145556,12477,SAUGERTIES MALDEN-ON-HUDSON S D STP,Municipal,Surface,0.1
NY0145564,12477,GLASCO WASTEWATER TREATMENT PLANT,Municipal,Surface,0.42
NY0145599,12550,NEWBURGH NOB HILL SEWER DIST,Municipal,Surface,0.01
NY0145696,12763,MOUNTAIN DALE WWTP,Municipal,Surface,0.18
NY0145718,12543,MAYBROOK TRAVEL CENTER,Industrial,Surface,0
NY0148849,12515,ELTING'S CORNERS MAINTENANCE FACILITY,Industrial,Surface,0
NY0148989,10962,CHROMALLOY NEW YORK,Industrial,Surface,0.04
NY0149195,10520,BUS GARAGE,Industrial,Surface,
NY0149209,12590,TRI-MUNICIPAL WWTP,Municipal,Surface,2.78
NY0149306,12498,WOODSTOCK GUILD SYSTEM 3,Municipal,Ground,0.01
NY0149331,10509,BREWSTER WELL FIELDS,Industrial,Surface,
NY0149390,12531,KENT RESIDENT ENGINEER'S HQ,Industrial,Surface,
NY0149411,10928,HIGHLANDS SEWER IMPROVEMENT AREA,Municipal,Surface,0.12
NY0149489,12603,UNITED PARCEL DISTRIBUTION CENTER,Industrial,Surface,0
NY0149497,10940,SLATE HILL MINE,Industrial,Surface,0.01
NY0150100,12484,CHARLES RIVER LABORATORY,Industrial,Surface,0.02
NY0155519,13069,OSWEGO CO ENERGY RECOVERY FAC,Industrial,Surface,6.5
NY0155888,13108,OTISCO LAKE WTP,Industrial,Surface,0
NY0156299,13833,FENTON - T PORTER HOLLOW RD SD,Municipal,Surface,0.01
NY0156311,13021,BUCKEYE PIPE LINE CO LP - AUBURN,Industrial,Surface,0.02
NY0156396,13850,BUCKEYE TERMINALS LLC - BINGHAMTON TERMINAL,Industrial,Surface,
NY0156671,13902,GREATER BINGHAMTON AIRPORT,Industrial,Surface,0.03
NY0156876,13830,OXFORD - V STP,Municipal,Surface,0.2
NY0157104,13156,NYS DOT RES ENGR SUBHDQTRS STERLING,Industrial,Ground,0
NY0157121,,NYS DOT RES ENG SUBHDQTRS GRANBY,Industrial,Surface,0
NY0157252,13850,VESTAL TERMINAL,Industrial,Surface,
NY0157295,13734,LEPRINO FOODS,Industrial,Surface,
NY0157473,13213,PIEDMONT HAWTHORNE AVIATION FUEL STORAGE FACILITY,Industrial,Surface,0.01
NY0157490,13778,MIRABITO FUEL GROUP,Industrial,Surface,0
NY0159930,14810,KANONA TRUCK STOP,Industrial,Ground,0.01
NY0160407,14588,SENECA COUNTY SEWER DISTRICT #1 STP,Municipal,Surface,0.7
NY0160423,14103,SHELBY CRUSHED STONE INC,Industrial,Surface,0.02
NY0160521,14423,L C RANOUS #1,Industrial,Ground,
NY0160547,14437,DANSVILLE TRAVEL CENTER,Industrial,Ground,
NY0160610,14890,FREY & CAMPBELL,Industrial,Surface,0
